"season","race","site","track","track_length","track_type","laps","driver_finish_1","driver_finish_2","driver_finish_3","driver_finish_4","driver_finish_5","manufacturer_finish_1","manufacturer_finish_2","manufacturer_finish_3","manufacturer_finish_4","manufacturer_finish_5","avg_pos_swap","Chevrolet_fieldcount","Ford_fieldcount","Oldsmobile_fieldcount","Pontiac_fieldcount","Buick_fieldcount","Dodge_fieldcount","Toyota_fieldcount","total_fieldcount"
2009,25,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Kasey Kahne","Kevin Harvick","Juan Pablo Montoya","David Reutimann","Mark Martin","Dodge","Chevrolet","Chevrolet","Toyota","Chevrolet",10.6511627906977,14,8,0,0,0,8,13,43
2009,26,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Denny Hamlin","Kurt Busch","Jeff Gordon","Mark Martin","Kyle Busch","Toyota","Dodge","Chevrolet","Chevrolet","Toyota",8.51162790697674,16,7,0,0,0,7,13,43
2009,27,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",300,"Mark Martin","Denny Hamlin","Juan Pablo Montoya","Jimmie Johnson","Kyle Busch","Chevrolet","Toyota","Chevrolet","Chevrolet","Toyota",11.0697674418605,14,7,0,0,0,9,13,43
2009,28,"Dover","Dover International Speedway",1,"paved track",400,"Jimmie Johnson","Mark Martin","Matt Kenseth","Juan Pablo Montoya","Kurt Busch","Chevrolet","Chevrolet","Ford","Chevrolet","Dodge",8.88372093023256,15,7,0,0,0,9,12,43
2009,29,"Kansas","Kansas Speedway",1.5,"paved track",267,"Tony Stewart","Jeff Gordon","Greg Biffle","Juan Pablo Montoya","Denny Hamlin","Chevrolet","Chevrolet","Ford","Chevrolet","Toyota",13.1162790697674,15,8,0,0,0,8,12,43
2009,3,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",285,"Kyle Busch","Clint Bowyer","Jeff Burton","David Reutimann","Bobby Labonte","Toyota","Chevrolet","Chevrolet","Toyota","Ford",12.1395348837209,17,7,0,0,0,7,12,43
2009,30,"Fontana","Auto Club Speedway",2,"paved track",250,"Jimmie Johnson","Jeff Gordon","Juan Pablo Montoya","Mark Martin","Tony Stewart","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Chevrolet",10.6976744186047,15,7,0,0,0,8,13,43
2009,31,"Charlotte","Lowe's Motor Speedway",1.5,"paved track",334,"Jimmie Johnson","Matt Kenseth","Kasey Kahne","Jeff Gordon","Joey Logano","Chevrolet","Ford","Dodge","Chevrolet","Toyota",9.11627906976744,15,8,0,0,0,7,13,43
2009,32,"Martinsville","Martinsville Speedway",0.526,"paved track",501,"Denny Hamlin","Jimmie Johnson","Juan Pablo Montoya","Kyle Busch","Jeff Gordon","Toyota","Chevrolet","Chevrolet","Toyota","Chevrolet",10.093023255814,14,7,0,0,0,9,13,43
2009,33,"Talladega","Talladega Superspeedway",2.66,"paved track",191,"Jamie McMurray","Kasey Kahne","Joey Logano","Greg Biffle","Jeff Burton","Ford","Dodge","Toyota","Ford","Chevrolet",12.7906976744186,16,8,0,0,0,6,13,43
2009,34,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Kurt Busch","Denny Hamlin","Matt Kenseth","Mark Martin","Kevin Harvick","Dodge","Toyota","Ford","Chevrolet","Chevrolet",11.6744186046512,16,9,0,0,0,6,12,43
2009,35,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Jimmie Johnson","Jeff Burton","Denny Hamlin","Mark Martin","Martin Truex Jr","Chevrolet","Chevrolet","Toyota","Chevrolet","Chevrolet",8.93023255813953,16,8,0,0,0,6,13,43
2009,36,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Denny Hamlin","Jeff Burton","Kevin Harvick","Kurt Busch","Jimmie Johnson","Toyota","Chevrolet","Chevrolet","Dodge","Chevrolet",11.3023255813953,16,9,0,0,0,6,12,43
2009,4,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",330,"Kurt Busch","Jeff Gordon","Carl Edwards","Kevin Harvick","Brian Vickers","Dodge","Chevrolet","Ford","Chevrolet","Toyota",10.7441860465116,15,9,0,0,0,8,11,43
2009,5,"Bristol","Bristol Motor Speedway",0.533,"paved track",503,"Kyle Busch","Denny Hamlin","Jimmie Johnson","Jeff Gordon","Kasey Kahne","Toyota","Toyota","Chevrolet","Chevrolet","Dodge",12.4651162790698,15,8,0,0,0,8,12,43
2009,6,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Jimmie Johnson","Denny Hamlin","Tony Stewart","Jeff Gordon","Clint Bowyer","Chevrolet","Toyota","Chevrolet","Chevrolet","Chevrolet",8.04651162790698,15,7,0,0,0,7,14,43
2009,7,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Jeff Gordon","Jimmie Johnson","Greg Biffle","Tony Stewart","Matt Kenseth","Chevrolet","Chevrolet","Ford","Chevrolet","Ford",9.11627906976744,17,8,0,0,0,8,10,43
2009,8,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Mark Martin","Tony Stewart","Kurt Busch","Jimmie Johnson","Greg Biffle","Chevrolet","Chevrolet","Dodge","Chevrolet","Ford",9.58139534883721,15,7,0,0,0,9,12,43
2009,9,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Brad Keselowski","Dale Earnhardt, Jr.","Ryan Newman","Marcos Ambrose","Scott Speed","Chevrolet","Chevrolet","Chevrolet","Toyota","Toyota",13.5813953488372,16,7,0,0,0,7,13,43
2010,1,"Daytona","Daytona International Speedway",2.5,"paved track",208,"Jamie McMurray","Dale Earnhardt, Jr.","Greg Biffle","Clint Bowyer","David Reutimann","Chevrolet","Chevrolet","Ford","Chevrolet","Toyota",12.093023255814,14,13,0,0,0,3,13,43
2010,10,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Kyle Busch","Jeff Gordon","Kevin Harvick","Jeff Burton","Carl Edwards","Toyota","Chevrolet","Chevrolet","Chevrolet","Ford",8.69767441860465,15,12,0,0,0,4,12,43
2010,11,"Darlington","Darlington Raceway",1.366,"paved track",367,"Denny Hamlin","Jamie McMurray","Kurt Busch","Jeff Gordon","Juan Pablo Montoya","Toyota","Chevrolet","Dodge","Chevrolet","Chevrolet",10.8372093023256,13,12,0,0,0,4,14,43
2010,12,"Dover","Dover International Speedway",1,"paved track",400,"Kyle Busch","Jeff Burton","Matt Kenseth","Denny Hamlin","David Reutimann","Toyota","Chevrolet","Ford","Toyota","Toyota",9.3953488372093,15,12,0,0,0,4,12,43
2010,13,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",400,"Kurt Busch","Jamie McMurray","Kyle Busch","Mark Martin","David Reutimann","Dodge","Chevrolet","Toyota","Chevrolet","Toyota",10.9302325581395,14,12,0,0,0,4,13,43
2010,14,"Pocono","Pocono Raceway",2.5,"paved track",204,"Denny Hamlin","Kyle Busch","Tony Stewart","Kevin Harvick","Jimmie Johnson","Toyota","Toyota","Chevrolet","Chevrolet","Chevrolet",8.74418604651163,14,12,0,0,0,4,13,43
2010,15,"Michigan","Michigan International Speedway",2,"paved track",200,"Denny Hamlin","Kasey Kahne","Kurt Busch","Jeff Gordon","Tony Stewart","Toyota","Ford","Dodge","Chevrolet","Chevrolet",7.16279069767442,14,13,0,0,0,4,12,43
2010,16,"Sonoma","Infineon Raceway",1.99,"road course",110,"Jimmie Johnson","Robby Gordon","Kevin Harvick","Kasey Kahne","Jeff Gordon","Chevrolet","Toyota","Chevrolet","Ford","Chevrolet",9.11627906976744,14,12,0,0,0,4,13,43
2010,17,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",301,"Jimmie Johnson","Tony Stewart","Kurt Busch","Jeff Gordon","Kevin Harvick","Chevrolet","Chevrolet","Dodge","Chevrolet","Chevrolet",10.7441860465116,14,11,0,0,0,4,14,43
2010,18,"Daytona","Daytona International Speedway",2.5,"paved track",166,"Kevin Harvick","Kasey Kahne","Jeff Gordon","Dale Earnhardt, Jr.","Jeff Burton","Chevrolet","Ford","Chevrolet","Chevrolet","Chevrolet",11.6279069767442,15,12,0,0,0,4,12,43
2010,19,"Chicago","Chicagoland Speedway",1.5,"paved track",267,"David Reutimann","Carl Edwards","Jeff Gordon","Clint Bowyer","Jamie McMurray","Toyota","Ford","Chevrolet","Chevrolet","Chevrolet",8.41860465116279,15,13,0,0,0,3,12,43
2010,2,"Fontana","Auto Club Speedway",2,"paved track",250,"Jimmie Johnson","Kevin Harvick","Jeff Burton","Mark Martin","Joey Logano","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Toyota",10.7906976744186,15,12,0,0,0,3,13,43
2010,20,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Jamie McMurray","Kevin Harvick","Greg Biffle","Clint Bowyer","Tony Stewart","Chevrolet","Chevrolet","Ford","Chevrolet","Chevrolet",9.44186046511628,14,11,0,0,0,3,15,43
2010,21,"Pocono","Pocono Raceway",2.5,"paved track",200,"Greg Biffle","Tony Stewart","Carl Edwards","Kevin Harvick","Denny Hamlin","Ford","Chevrolet","Ford","Chevrolet","Toyota",8.04651162790698,15,11,0,0,0,4,13,43
2010,22,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Juan Pablo Montoya","Kurt Busch","Marcos Ambrose","A.J. Allmendinger","Carl Edwards","Chevrolet","Dodge","Toyota","Ford","Ford",10.3255813953488,15,12,0,0,0,3,13,43
2010,23,"Michigan","Michigan International Speedway",2,"paved track",200,"Kevin Harvick","Denny Hamlin","Carl Edwards","Greg Biffle","Matt Kenseth","Chevrolet","Toyota","Ford","Ford","Ford",9.90697674418605,14,13,0,0,0,3,13,43
2010,24,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Kyle Busch","David Reutimann","Jamie McMurray","Clint Bowyer","Kasey Kahne","Toyota","Toyota","Chevrolet","Chevrolet","Ford",9.11627906976744,14,12,0,0,0,3,14,43
2010,25,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Tony Stewart","Carl Edwards","Jimmie Johnson","Jeff Burton","Kyle Busch","Chevrolet","Ford","Chevrolet","Chevrolet","Toyota",10.046511627907,15,13,0,0,0,3,12,43
2010,26,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Denny Hamlin","Kyle Busch","Jimmie Johnson","Joey Logano","Marcos Ambrose","Toyota","Toyota","Chevrolet","Toyota","Toyota",8.32558139534884,15,12,0,0,0,3,13,43
2010,27,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",300,"Clint Bowyer","Denny Hamlin","Jamie McMurray","Dale Earnhardt, Jr.","Kevin Harvick","Chevrolet","Toyota","Chevrolet","Chevrolet","Chevrolet",7.67441860465116,15,11,0,0,0,4,13,43
2010,28,"Dover","Dover International Speedway",1,"paved track",400,"Jimmie Johnson","Jeff Burton","Joey Logano","Kurt Busch","Carl Edwards","Chevrolet","Chevrolet","Toyota","Dodge","Ford",8.32558139534884,15,11,0,0,0,5,12,43
2010,29,"Kansas","Kansas Speedway",1.5,"paved track",267,"Greg Biffle","Jimmie Johnson","Kevin Harvick","Tony Stewart","Jeff Gordon","Ford","Chevrolet","Chevrolet","Chevrolet","Chevrolet",10.2790697674419,16,13,0,0,0,3,11,43
2010,3,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",267,"Jimmie Johnson","Kevin Harvick","Jeff Gordon","Mark Martin","Matt Kenseth","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Ford",9.58139534883721,15,12,0,0,0,3,13,43
2010,30,"Fontana","Auto Club Speedway",2,"paved track",200,"Tony Stewart","Clint Bowyer","Jimmie Johnson","Kasey Kahne","Ryan Newman","Chevrolet","Chevrolet","Chevrolet","Ford","Chevrolet",10.7906976744186,16,11,0,0,0,3,13,43
2010,31,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",334,"Jamie McMurray","Kyle Busch","Jimmie Johnson","Denny Hamlin","Greg Biffle","Chevrolet","Toyota","Chevrolet","Toyota","Ford",11.0232558139535,17,13,0,0,0,3,10,43
2010,32,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Denny Hamlin","Mark Martin","Kevin Harvick","Kyle Busch","Jimmie Johnson","Toyota","Chevrolet","Chevrolet","Toyota","Chevrolet",13.3488372093023,15,12,0,0,0,4,12,43
2010,33,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Clint Bowyer","Kevin Harvick","Juan Pablo Montoya","David Reutimann","Joey Logano","Chevrolet","Chevrolet","Chevrolet","Toyota","Toyota",14.046511627907,16,11,0,0,0,3,13,43
2010,34,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Denny Hamlin","Matt Kenseth","Mark Martin","Joey Logano","Greg Biffle","Toyota","Ford","Chevrolet","Toyota","Ford",9.16279069767442,15,13,0,0,0,3,12,43
2010,35,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Carl Edwards","Ryan Newman","Joey Logano","Greg Biffle","Jimmie Johnson","Ford","Chevrolet","Toyota","Ford","Chevrolet",8.69767441860465,15,12,0,0,0,4,12,43
2010,36,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Carl Edwards","Jimmie Johnson","Kevin Harvick","Aric Almirola","A.J. Allmendinger","Ford","Chevrolet","Chevrolet","Ford","Ford",10.8372093023256,15,12,0,0,0,3,13,43
2010,4,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",341,"Kurt Busch","Matt Kenseth","Juan Pablo Montoya","Kasey Kahne","Paul Menard","Dodge","Ford","Chevrolet","Ford","Ford",11.1627906976744,14,13,0,0,0,3,13,43
2010,5,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Jimmie Johnson","Tony Stewart","Kurt Busch","Greg Biffle","Matt Kenseth","Chevrolet","Chevrolet","Dodge","Ford","Ford",12.093023255814,15,12,0,0,0,4,12,43
2010,6,"Martinsville","Martinsville Speedway",0.526,"paved track",508,"Denny Hamlin","Joey Logano","Jeff Gordon","Ryan Newman","Martin Truex Jr","Toyota","Toyota","Chevrolet","Chevrolet","Toyota",10.1395348837209,15,12,0,0,0,3,13,43
2010,7,"Phoenix","Phoenix International Raceway",1,"paved track",378,"Ryan Newman","Jeff Gordon","Jimmie Johnson","Mark Martin","Juan Pablo Montoya","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Chevrolet",10.9302325581395,15,11,0,0,0,4,13,43
2010,8,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Denny Hamlin","Jimmie Johnson","Kyle Busch","Kurt Busch","Kasey Kahne","Toyota","Chevrolet","Toyota","Dodge","Ford",11.4418604651163,14,12,0,0,0,3,14,43
2010,9,"Talladega","Talladega Superspeedway",2.66,"paved track",200,"Kevin Harvick","Jamie McMurray","Juan Pablo Montoya","Denny Hamlin","Mark Martin","Chevrolet","Chevrolet","Chevrolet","Toyota","Chevrolet",10.1395348837209,15,12,0,0,0,3,13,43
2011,1,"Daytona","Daytona International Speedway",2.5,"paved track",208,"Trevor Bayne","Carl Edwards","David Gilliland","Bobby Labonte","Kurt Busch","Ford","Ford","Ford","Toyota","Dodge",13.8139534883721,17,11,0,0,0,4,11,43
2011,10,"Darlington","Darlington Raceway",1.366,"paved track",370,"Regan Smith","Carl Edwards","Brad Keselowski","Kasey Kahne","Ryan Newman","Chevrolet","Ford","Dodge","Toyota","Chevrolet",7.58139534883721,17,10,0,0,0,3,13,43
2011,11,"Dover","Dover International Speedway",1,"paved track",400,"Matt Kenseth","Mark Martin","Marcos Ambrose","Kyle Busch","Brian Vickers","Ford","Chevrolet","Ford","Toyota","Toyota",9.2093023255814,17,11,0,0,0,3,12,43
2011,12,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",402,"Kevin Harvick","David Ragan","Joey Logano","Kurt Busch","A.J. Allmendinger","Chevrolet","Ford","Toyota","Dodge","Ford",9.62790697674419,17,11,0,0,0,3,12,43
2011,13,"Kansas","Kansas Speedway",1.5,"paved track",267,"Brad Keselowski","Dale Earnhardt, Jr.","Denny Hamlin","Jeff Gordon","Carl Edwards","Dodge","Chevrolet","Toyota","Chevrolet","Ford",9.25581395348837,18,10,0,0,0,3,12,43
2011,14,"Pocono","Pocono Raceway",2.5,"paved track",200,"Jeff Gordon","Kurt Busch","Kyle Busch","Jimmie Johnson","Kevin Harvick","Chevrolet","Dodge","Toyota","Chevrolet","Chevrolet",10,17,11,0,0,0,3,12,43
2011,15,"Michigan","Michigan International Speedway",2,"paved track",200,"Denny Hamlin","Matt Kenseth","Kyle Busch","Paul Menard","Carl Edwards","Toyota","Ford","Toyota","Chevrolet","Ford",8.69767441860465,18,11,0,0,0,3,11,43
2011,16,"Sonoma","Infineon Raceway",1.99,"road course",110,"Kurt Busch","Jeff Gordon","Carl Edwards","Clint Bowyer","Marcos Ambrose","Dodge","Chevrolet","Ford","Chevrolet","Ford",10.6046511627907,16,11,0,0,0,4,12,43
2011,17,"Daytona","Daytona International Speedway",2.5,"paved track",170,"David Ragan","Matt Kenseth","Joey Logano","Kasey Kahne","Kyle Busch","Ford","Ford","Toyota","Toyota","Toyota",12.2790697674419,16,11,0,0,0,3,13,43
2011,18,"Kentucky","Kentucky Speedway",1.5,"paved track",267,"Kyle Busch","David Reutimann","Jimmie Johnson","Ryan Newman","Carl Edwards","Toyota","Toyota","Chevrolet","Chevrolet","Ford",5.34883720930233,17,11,0,0,0,3,12,43
2011,19,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",301,"Ryan Newman","Tony Stewart","Denny Hamlin","Joey Logano","Jimmie Johnson","Chevrolet","Chevrolet","Toyota","Toyota","Chevrolet",9.62790697674419,17,11,0,0,0,3,12,43
2011,2,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Jeff Gordon","Kyle Busch","Jimmie Johnson","Kevin Harvick","Ryan Newman","Chevrolet","Toyota","Chevrolet","Chevrolet","Chevrolet",10.4186046511628,17,11,0,0,0,3,12,43
2011,20,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Paul Menard","Jeff Gordon","Regan Smith","Jamie McMurray","Matt Kenseth","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Ford",10,16,12,0,0,0,3,12,43
2011,21,"Pocono","Pocono Raceway",2.5,"paved track",200,"Brad Keselowski","Kyle Busch","Kurt Busch","Jimmie Johnson","Ryan Newman","Dodge","Toyota","Dodge","Chevrolet","Chevrolet",8.51162790697674,16,13,0,0,0,3,11,43
2011,22,"Watkins Glen","Watkins Glen International",2.45,"road course",92,"Marcos Ambrose","Brad Keselowski","Kyle Busch","Martin Truex Jr","Joey Logano","Ford","Dodge","Toyota","Toyota","Toyota",8.18604651162791,16,12,0,0,0,3,12,43
2011,23,"Michigan","Michigan International Speedway",2,"paved track",203,"Kyle Busch","Jimmie Johnson","Brad Keselowski","Mark Martin","Ryan Newman","Toyota","Chevrolet","Dodge","Chevrolet","Chevrolet",9.11627906976744,16,13,0,0,0,2,12,43
2011,24,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Brad Keselowski","Martin Truex Jr","Jeff Gordon","Jimmie Johnson","Jamie McMurray","Dodge","Toyota","Chevrolet","Chevrolet","Chevrolet",7.95348837209302,16,12,0,0,0,3,12,43
2011,25,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Jeff Gordon","Jimmie Johnson","Tony Stewart","Kurt Busch","Carl Edwards","Chevrolet","Chevrolet","Chevrolet","Dodge","Ford",9.58139534883721,16,13,0,0,0,3,11,43
2011,26,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Kevin Harvick","Carl Edwards","Jeff Gordon","David Ragan","Kurt Busch","Chevrolet","Ford","Chevrolet","Ford","Dodge",10.3255813953488,17,12,0,0,0,3,11,43
2011,27,"Chicago","Chicagoland Speedway",1.5,"paved track",267,"Tony Stewart","Kevin Harvick","Dale Earnhardt, Jr.","Carl Edwards","Brad Keselowski","Chevrolet","Chevrolet","Chevrolet","Ford","Dodge",8.65116279069767,16,13,0,0,0,3,11,43
2011,28,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",300,"Tony Stewart","Brad Keselowski","Greg Biffle","Jeff Gordon","Brian Vickers","Chevrolet","Dodge","Ford","Chevrolet","Toyota",7.81395348837209,16,13,0,0,0,3,11,43
2011,29,"Dover","Dover International Speedway",1,"paved track",400,"Kurt Busch","Jimmie Johnson","Carl Edwards","Kasey Kahne","Matt Kenseth","Dodge","Chevrolet","Ford","Toyota","Ford",7.30232558139535,16,13,0,0,0,3,11,43
2011,3,"Las Vegas","Las Vegas Motor Speedway",1.5,"paved track",267,"Carl Edwards","Tony Stewart","Juan Pablo Montoya","Marcos Ambrose","Ryan Newman","Ford","Chevrolet","Chevrolet","Ford","Chevrolet",9.86046511627907,17,11,0,0,0,3,12,43
2011,30,"Kansas","Kansas Speedway",1.5,"paved track",272,"Jimmie Johnson","Kasey Kahne","Brad Keselowski","Matt Kenseth","Carl Edwards","Chevrolet","Toyota","Dodge","Ford","Ford",8,17,12,0,0,0,3,11,43
2011,31,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",334,"Matt Kenseth","Kyle Busch","Carl Edwards","Kasey Kahne","Marcos Ambrose","Ford","Toyota","Ford","Toyota","Ford",7.3953488372093,16,13,0,0,0,3,11,43
2011,32,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Clint Bowyer","Jeff Burton","Dave Blaney","Brad Keselowski","Brian Vickers","Chevrolet","Chevrolet","Chevrolet","Dodge","Toyota",14.3720930232558,15,12,0,0,0,3,13,43
2011,33,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Tony Stewart","Jimmie Johnson","Jeff Gordon","Kevin Harvick","Denny Hamlin","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Toyota",8,16,13,0,0,0,3,11,43
2011,34,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Tony Stewart","Carl Edwards","Kasey Kahne","Matt Kenseth","Greg Biffle","Chevrolet","Ford","Toyota","Ford","Ford",7.72093023255814,16,14,0,0,0,2,11,43
2011,35,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Kasey Kahne","Carl Edwards","Tony Stewart","Jeff Burton","Ryan Newman","Toyota","Ford","Chevrolet","Chevrolet","Chevrolet",10.3255813953488,16,12,0,0,0,3,12,43
2011,36,"Homestead","Homestead-Miami Speedway",1.5,"paved track",267,"Tony Stewart","Carl Edwards","Martin Truex Jr","Matt Kenseth","Jeff Gordon","Chevrolet","Ford","Toyota","Ford","Chevrolet",10,17,12,0,0,0,2,12,43
2011,4,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Kyle Busch","Carl Edwards","Jimmie Johnson","Matt Kenseth","Paul Menard","Toyota","Ford","Chevrolet","Ford","Chevrolet",6.74418604651163,17,10,0,0,0,4,12,43
2011,5,"Fontana","Auto Club Speedway",2,"paved track",200,"Kevin Harvick","Jimmie Johnson","Kyle Busch","Matt Kenseth","Ryan Newman","Chevrolet","Chevrolet","Toyota","Ford","Chevrolet",9.25581395348837,17,11,0,0,0,3,12,43
2011,6,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Kevin Harvick","Dale Earnhardt, Jr.","Kyle Busch","Juan Pablo Montoya","Jeff Gordon","Chevrolet","Chevrolet","Toyota","Chevrolet","Chevrolet",10.3720930232558,17,11,0,0,0,3,12,43
2011,7,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Matt Kenseth","Clint Bowyer","Carl Edwards","Greg Biffle","Paul Menard","Ford","Chevrolet","Ford","Ford","Chevrolet",7.06976744186047,16,12,0,0,0,3,12,43
2011,8,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Jimmie Johnson","Clint Bowyer","Jeff Gordon","Dale Earnhardt, Jr.","Kevin Harvick","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Chevrolet",12.2325581395349,17,11,0,0,0,3,12,43
2011,9,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Kyle Busch","Denny Hamlin","Kasey Kahne","David Ragan","Carl Edwards","Toyota","Toyota","Toyota","Ford","Ford",12.3255813953488,17,11,0,0,0,3,12,43
2012,1,"Daytona","Daytona International Speedway",2.5,"paved track",202,"Matt Kenseth","Dale Earnhardt, Jr.","Greg Biffle","Denny Hamlin","Jeff Burton","Ford","Chevrolet","Ford","Toyota","Chevrolet",12.2325581395349,16,13,0,0,0,3,11,43
2012,10,"Talladega","Talladega Superspeedway",2.66,"paved track",194,"Brad Keselowski","Kyle Busch","Matt Kenseth","Kasey Kahne","Greg Biffle","Dodge","Toyota","Ford","Chevrolet","Ford",11.7209302325581,16,12,0,0,0,2,13,43
2012,11,"Darlington","Darlington Raceway",1.366,"paved track",368,"Jimmie Johnson","Denny Hamlin","Tony Stewart","Kyle Busch","Martin Truex Jr","Chevrolet","Toyota","Chevrolet","Toyota","Toyota",7.95348837209302,16,11,0,0,0,2,14,43
2012,12,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",400,"Kasey Kahne","Denny Hamlin","Kyle Busch","Greg Biffle","Brad Keselowski","Chevrolet","Toyota","Toyota","Ford","Dodge",8.88372093023256,17,13,0,0,0,2,11,43
2012,13,"Dover","Dover International Speedway",1,"paved track",400,"Jimmie Johnson","Kevin Harvick","Matt Kenseth","Dale Earnhardt, Jr.","Clint Bowyer","Chevrolet","Chevrolet","Ford","Chevrolet","Toyota",6.65116279069767,17,11,0,0,0,2,13,43
2012,14,"Pocono","Pocono Raceway",2.5,"paved track",160,"Joey Logano","Mark Martin","Tony Stewart","Jimmie Johnson","Denny Hamlin","Toyota","Toyota","Chevrolet","Chevrolet","Toyota",7.95348837209302,18,11,0,0,0,2,12,43
2012,15,"Michigan","Michigan International Speedway",2,"paved track",200,"Dale Earnhardt, Jr.","Tony Stewart","Matt Kenseth","Greg Biffle","Jimmie Johnson","Chevrolet","Chevrolet","Ford","Ford","Chevrolet",11.0697674418605,17,12,0,0,0,2,12,43
2012,16,"Sonoma","Sonoma Raceway",1.99,"road course",112,"Clint Bowyer","Tony Stewart","Kurt Busch","Brian Vickers","Jimmie Johnson","Toyota","Chevrolet","Chevrolet","Toyota","Chevrolet",6.97674418604651,16,12,0,0,0,3,12,43
2012,17,"Kentucky","Kentucky Speedway",1.5,"paved track",267,"Brad Keselowski","Kasey Kahne","Denny Hamlin","Dale Earnhardt, Jr.","Jeff Gordon","Dodge","Chevrolet","Toyota","Chevrolet","Chevrolet",7.67441860465116,17,12,0,0,0,2,12,43
2012,18,"Daytona","Daytona International Speedway",2.5,"paved track",160,"Tony Stewart","Jeff Burton","Matt Kenseth","Joey Logano","Ryan Newman","Chevrolet","Chevrolet","Ford","Toyota","Chevrolet",11.4418604651163,17,12,0,0,0,2,12,43
2012,19,"Loudon","New Hampshire Motor Speedway",1.058,"paved track",301,"Kasey Kahne","Denny Hamlin","Clint Bowyer","Dale Earnhardt, Jr.","Brad Keselowski","Chevrolet","Toyota","Toyota","Chevrolet","Dodge",5.02325581395349,17,12,0,0,0,2,12,43
2012,2,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Denny Hamlin","Kevin Harvick","Greg Biffle","Jimmie Johnson","Brad Keselowski","Toyota","Chevrolet","Ford","Chevrolet","Dodge",10.6976744186047,17,11,0,0,0,3,12,43
2012,20,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Jimmie Johnson","Kyle Busch","Greg Biffle","Dale Earnhardt, Jr.","Jeff Gordon","Chevrolet","Toyota","Ford","Chevrolet","Chevrolet",8.83720930232558,17,13,0,0,0,2,11,43
2012,21,"Pocono","Pocono Raceway",2.5,"paved track",98,"Jeff Gordon","Kasey Kahne","Martin Truex Jr","Brad Keselowski","Tony Stewart","Chevrolet","Chevrolet","Toyota","Dodge","Chevrolet",8.74418604651163,17,11,0,0,0,2,13,43
