"season","race","site","track","track_length","track_type","laps","driver_finish_1","driver_finish_2","driver_finish_3","driver_finish_4","driver_finish_5","manufacturer_finish_1","manufacturer_finish_2","manufacturer_finish_3","manufacturer_finish_4","manufacturer_finish_5","avg_pos_swap","Chevrolet_fieldcount","Ford_fieldcount","Oldsmobile_fieldcount","Pontiac_fieldcount","Buick_fieldcount","Dodge_fieldcount","Toyota_fieldcount","total_fieldcount"
1995,18,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Sterling Marlin","Dale Jarrett","Dale Earnhardt","Morgan Shepherd","Bill Elliott","Chevrolet","Ford","Chevrolet","Ford","Ford",15.0232558139535,15,24,0,4,0,0,0,43
1995,19,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Dale Earnhardt","Rusty Wallace","Dale Jarrett","Bill Elliott","Mark Martin","Chevrolet","Ford","Ford","Ford","Ford",9.21951219512195,13,23,0,5,0,0,0,41
1995,2,"Rockingham","North Carolina Motor Speedway",1.017,"paved track",492,"Jeff Gordon","Bobby Labonte","Dale Earnhardt","Ricky Rudd","Dale Jarrett","Chevrolet","Chevrolet","Chevrolet","Ford","Ford",11.5238095238095,14,23,0,5,0,0,0,42
1995,20,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Mark Martin","Wally Dallenbach, Jr.","Jeff Gordon","Ricky Rudd","Terry Labonte","Ford","Pontiac","Chevrolet","Ford","Chevrolet",10.2,14,21,0,5,0,0,0,40
1995,21,"Michigan","Michigan International Speedway",2,"paved track",200,"Bobby Labonte","Terry Labonte","Jeff Gordon","Sterling Marlin","Rusty Wallace","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Ford",13.0952380952381,15,23,0,4,0,0,0,42
1995,22,"Bristol","Bristol International Raceway",0.533,"paved track",500,"Terry Labonte","Dale Earnhardt","Dale Jarrett","Darrell Waltrip","Mark Martin","Chevrolet","Chevrolet","Ford","Chevrolet","Ford",9.33333333333333,13,19,0,4,0,0,0,36
1995,23,"Darlington","Darlington Raceway",1.366,"paved track",367,"Jeff Gordon","Dale Earnhardt","Rusty Wallace","Ward Burton","Michael Waltrip","Chevrolet","Chevrolet","Ford","Pontiac","Pontiac",11.047619047619,14,23,0,5,0,0,0,42
1995,24,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Rusty Wallace","Terry Labonte","Dale Earnhardt","Dale Jarrett","Bobby Hamilton","Ford","Chevrolet","Chevrolet","Ford","Pontiac",9.8421052631579,12,22,0,4,0,0,0,38
1995,25,"Dover","Dover Downs International Speedway",1,"paved track",500,"Jeff Gordon","Bobby Hamilton","Rusty Wallace","Joe Nemechek","Dale Earnhardt","Chevrolet","Pontiac","Ford","Chevrolet","Chevrolet",12.05,13,22,0,5,0,0,0,40
1995,26,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Dale Earnhardt","Terry Labonte","Rusty Wallace","Bobby Hamilton","Geoffrey Bodine","Chevrolet","Chevrolet","Ford","Pontiac","Ford",8.77777777777778,11,21,0,4,0,0,0,36
1995,27,"North Wilkesboro","North Wilkesboro Speedway",0.625,"paved track",400,"Mark Martin","Rusty Wallace","Jeff Gordon","Terry Labonte","Ricky Rudd","Ford","Ford","Chevrolet","Chevrolet","Ford",8.22222222222222,13,19,0,4,0,0,0,36
1995,28,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",334,"Mark Martin","Dale Earnhardt","Terry Labonte","Ricky Rudd","Dale Jarrett","Ford","Chevrolet","Chevrolet","Ford","Ford",11.1627906976744,15,23,0,5,0,0,0,43
1995,29,"Rockingham","North Carolina Motor Speedway",1.017,"paved track",393,"Ward Burton","Rusty Wallace","Mark Martin","Terry Labonte","Jeff Burton","Pontiac","Ford","Ford","Chevrolet","Ford",11.5,13,22,0,5,0,0,0,40
1995,3,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Terry Labonte","Dale Earnhardt","Rusty Wallace","Ken Schrader","Sterling Marlin","Chevrolet","Chevrolet","Ford","Chevrolet","Chevrolet",9.52631578947368,12,21,0,5,0,0,0,38
1995,30,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Ricky Rudd","Derrike Cope","Dale Earnhardt","Rusty Wallace","Jeff Gordon","Ford","Ford","Chevrolet","Ford","Chevrolet",9.63636363636364,15,25,0,4,0,0,0,44
1995,31,"Atlanta","Atlanta Motor Speedway",1.522,"paved track",328,"Dale Earnhardt","Sterling Marlin","Rusty Wallace","Bill Elliott","Ward Burton","Chevrolet","Chevrolet","Ford","Ford","Pontiac",11.1904761904762,15,23,0,4,0,0,0,42
1995,4,"Atlanta","Atlanta Motor Speedway",1.522,"paved track",328,"Jeff Gordon","Bobby Labonte","Terry Labonte","Dale Earnhardt","Dale Jarrett","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Ford",8.47619047619048,14,23,0,5,0,0,0,42
1995,5,"Darlington","Darlington Raceway",1.366,"paved track",293,"Sterling Marlin","Dale Earnhardt","Ted Musgrave","Todd Bodine","Derrike Cope","Chevrolet","Chevrolet","Ford","Ford","Ford",14.952380952381,14,23,0,5,0,0,0,42
1995,6,"Bristol","Bristol International Raceway",0.533,"paved track",500,"Jeff Gordon","Rusty Wallace","Darrell Waltrip","Bobby Hamilton","Ricky Rudd","Chevrolet","Ford","Chevrolet","Pontiac","Ford",11.7222222222222,13,18,0,5,0,0,0,36
1995,7,"North Wilkesboro","North Wilkesboro Speedway",0.625,"paved track",400,"Dale Earnhardt","Jeff Gordon","Mark Martin","Rusty Wallace","Steve Grissom","Chevrolet","Chevrolet","Ford","Ford","Chevrolet",9.77777777777778,13,18,0,5,0,0,0,36
1995,8,"Martinsville","Martinsville Speedway",0.526,"paved track",356,"Rusty Wallace","Ted Musgrave","Jeff Gordon","Darrell Waltrip","Mark Martin","Ford","Ford","Chevrolet","Chevrolet","Ford",8.05555555555556,13,19,0,4,0,0,0,36
1995,9,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Mark Martin","Jeff Gordon","Morgan Shepherd","Darrell Waltrip","Bobby Labonte","Ford","Chevrolet","Ford","Chevrolet","Chevrolet",10.6190476190476,13,24,0,5,0,0,0,42
1996,1,"Daytona","Daytona International Speedway",2.5,"paved track",200,"Dale Jarrett","Dale Earnhardt","Ken Schrader","Mark Martin","Jeff Burton","Ford","Chevrolet","Chevrolet","Ford","Ford",12.8837209302326,13,24,0,6,0,0,0,43
1996,10,"Sonoma","Sears Point Raceway",2.52,"road course",74,"Rusty Wallace","Mark Martin","Wally Dallenbach, Jr.","Dale Earnhardt","Terry Labonte","Ford","Ford","Ford","Chevrolet","Chevrolet",9.59090909090909,15,24,0,5,0,0,0,44
1996,11,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",400,"Dale Jarrett","Dale Earnhardt","Terry Labonte","Jeff Gordon","Ken Schrader","Ford","Chevrolet","Chevrolet","Chevrolet","Chevrolet",12.8837209302326,12,25,0,6,0,0,0,43
1996,12,"Dover","Dover Downs International Speedway",1,"paved track",500,"Jeff Gordon","Terry Labonte","Dale Earnhardt","Ernie Irvan","Bobby Labonte","Chevrolet","Chevrolet","Chevrolet","Ford","Chevrolet",12.5714285714286,13,24,0,5,0,0,0,42
1996,13,"Pocono","Pocono Raceway",2.5,"paved track",200,"Jeff Gordon","Ricky Rudd","Geoffrey Bodine","Mark Martin","Bobby Hamilton","Chevrolet","Ford","Ford","Ford","Pontiac",12.780487804878,12,24,0,5,0,0,0,41
1996,14,"Michigan","Michigan Speedway",2,"paved track",200,"Rusty Wallace","Terry Labonte","Sterling Marlin","Jimmy Spencer","Ernie Irvan","Ford","Chevrolet","Chevrolet","Ford","Ford",11.25,12,23,0,5,0,0,0,40
1996,15,"Daytona","Daytona International Speedway",2.5,"paved track",117,"Sterling Marlin","Terry Labonte","Jeff Gordon","Dale Earnhardt","Ernie Irvan","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Ford",11.4285714285714,13,24,0,5,0,0,0,42
1996,16,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Ernie Irvan","Dale Jarrett","Ricky Rudd","Jeff Burton","Robert Pressley","Ford","Ford","Ford","Ford","Chevrolet",13.25,12,23,0,5,0,0,0,40
1996,17,"Pocono","Pocono Raceway",2.5,"paved track",200,"Rusty Wallace","Ricky Rudd","Dale Jarrett","Ernie Irvan","Johnny Benson, Jr.","Ford","Ford","Ford","Ford","Pontiac",10.4878048780488,13,23,0,5,0,0,0,41
1996,18,"Talladega","Talladega Superspeedway",2.66,"paved track",129,"Jeff Gordon","Dale Jarrett","Mark Martin","Ernie Irvan","Jimmy Spencer","Chevrolet","Ford","Ford","Ford","Ford",12.9047619047619,13,24,0,5,0,0,0,42
1996,19,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Dale Jarrett","Ernie Irvan","Terry Labonte","Mark Martin","Morgan Shepherd","Ford","Ford","Chevrolet","Ford","Ford",10.45,12,23,0,5,0,0,0,40
1996,2,"Rockingham","North Carolina Motor Speedway",1.017,"paved track",393,"Dale Earnhardt","Dale Jarrett","Ricky Craven","Ricky Rudd","Steve Grissom","Chevrolet","Ford","Chevrolet","Ford","Chevrolet",13.9512195121951,13,23,0,5,0,0,0,41
1996,20,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Geoffrey Bodine","Terry Labonte","Mark Martin","Jeff Gordon","Bobby Labonte","Ford","Chevrolet","Ford","Chevrolet","Chevrolet",10.1538461538462,12,22,0,5,0,0,0,39
1996,21,"Michigan","Michigan Speedway",2,"paved track",200,"Dale Jarrett","Mark Martin","Terry Labonte","Ernie Irvan","Jeff Gordon","Ford","Ford","Chevrolet","Ford","Chevrolet",11.5609756097561,12,23,0,6,0,0,0,41
1996,22,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Rusty Wallace","Jeff Gordon","Mark Martin","Dale Jarrett","Terry Labonte","Ford","Chevrolet","Ford","Ford","Chevrolet",8.61538461538461,12,22,0,5,0,0,0,39
1996,23,"Darlington","Darlington Raceway",1.366,"paved track",367,"Jeff Gordon","Hut Stricklin","Mark Martin","Ken Schrader","John Andretti","Chevrolet","Ford","Ford","Chevrolet","Ford",9.52380952380952,11,26,0,5,0,0,0,42
1996,24,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Ernie Irvan","Jeff Gordon","Jeff Burton","Dale Jarrett","Terry Labonte","Ford","Chevrolet","Ford","Ford","Chevrolet",9.75,12,23,0,5,0,0,0,40
1996,25,"Dover","Dover Downs International Speedway",1,"paved track",500,"Jeff Gordon","Rusty Wallace","Dale Jarrett","Bobby Labonte","Mark Martin","Chevrolet","Ford","Ford","Chevrolet","Ford",10.4390243902439,13,23,0,5,0,0,0,41
1996,26,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Jeff Gordon","Terry Labonte","Bobby Hamilton","Rick Mast","John Andretti","Chevrolet","Chevrolet","Pontiac","Pontiac","Ford",8.38888888888889,12,20,0,4,0,0,0,36
1996,27,"North Wilkesboro","North Wilkesboro Speedway",0.625,"paved track",400,"Jeff Gordon","Dale Earnhardt","Dale Jarrett","Jeff Burton","Terry Labonte","Chevrolet","Chevrolet","Ford","Ford","Chevrolet",10,12,21,0,4,0,0,0,37
1996,28,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",334,"Terry Labonte","Mark Martin","Dale Jarrett","Sterling Marlin","Ricky Craven","Chevrolet","Ford","Ford","Chevrolet","Chevrolet",12.046511627907,12,25,0,6,0,0,0,43
1996,29,"Rockingham","North Carolina Motor Speedway",1.017,"paved track",393,"Ricky Rudd","Dale Jarrett","Terry Labonte","Ernie Irvan","Jeff Burton","Ford","Ford","Chevrolet","Ford","Ford",9.66666666666667,13,24,0,5,0,0,0,42
1996,3,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Jeff Gordon","Dale Jarrett","Ted Musgrave","Jeff Burton","Mark Martin","Chevrolet","Ford","Ford","Ford","Ford",9.85,12,23,0,5,0,0,0,40
1996,30,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Bobby Hamilton","Mark Martin","Terry Labonte","Ted Musgrave","Jeff Gordon","Pontiac","Ford","Chevrolet","Ford","Chevrolet",12.5909090909091,15,22,0,7,0,0,0,44
1996,31,"Atlanta","Atlanta Motor Speedway",1.522,"paved track",328,"Bobby Labonte","Dale Jarrett","Jeff Gordon","Dale Earnhardt","Terry Labonte","Chevrolet","Ford","Chevrolet","Chevrolet","Chevrolet",11.3809523809524,13,22,0,7,0,0,0,42
1996,4,"Atlanta","Atlanta Motor Speedway",1.522,"paved track",328,"Dale Earnhardt","Terry Labonte","Jeff Gordon","Ernie Irvan","Jeremy Mayfield","Chevrolet","Chevrolet","Chevrolet","Ford","Ford",13.2682926829268,12,24,0,5,0,0,0,41
1996,5,"Darlington","Darlington Raceway",1.366,"paved track",293,"Jeff Gordon","Bobby Labonte","Ricky Craven","Rusty Wallace","Terry Labonte","Chevrolet","Chevrolet","Chevrolet","Ford","Chevrolet",11.1219512195122,12,24,0,5,0,0,0,41
1996,6,"Bristol","Bristol Motor Speedway",0.533,"paved track",342,"Jeff Gordon","Terry Labonte","Mark Martin","Dale Earnhardt","Rusty Wallace","Chevrolet","Chevrolet","Ford","Chevrolet","Ford",9.56756756756757,12,21,0,4,0,0,0,37
1996,7,"North Wilkesboro","North Wilkesboro Speedway",0.625,"paved track",400,"Terry Labonte","Jeff Gordon","Dale Earnhardt","Robert Pressley","Sterling Marlin","Chevrolet","Chevrolet","Chevrolet","Chevrolet","Chevrolet",11.4594594594595,11,22,0,4,0,0,0,37
1996,8,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Rusty Wallace","Ernie Irvan","Jeff Gordon","Jeremy Mayfield","Dale Earnhardt","Ford","Ford","Chevrolet","Ford","Chevrolet",11.5,12,20,0,4,0,0,0,36
1996,9,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Sterling Marlin","Dale Jarrett","Dale Earnhardt","Terry Labonte","Michael Waltrip","Chevrolet","Ford","Chevrolet","Chevrolet","Ford",13.2558139534884,14,24,0,5,0,0,0,43
1997,1,"Daytona","Daytona International Speedway",2.5,"paved track",200,"Jeff Gordon","Terry Labonte","Ricky Craven","Bill Elliott","Sterling Marlin","Chevrolet","Chevrolet","Chevrolet","Ford","Chevrolet",13.9047619047619,14,21,0,7,0,0,0,42
1997,10,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Mark Martin","Dale Earnhardt","Bobby Labonte","John Andretti","Jeff Gordon","Ford","Chevrolet","Pontiac","Ford","Chevrolet",12.1395348837209,14,21,0,8,0,0,0,43
1997,11,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",333,"Jeff Gordon","Rusty Wallace","Mark Martin","Bill Elliott","Jeff Burton","Chevrolet","Ford","Ford","Ford","Ford",12.4285714285714,14,21,0,7,0,0,0,42
1997,12,"Dover","Dover Downs International Speedway",1,"paved track",500,"Ricky Rudd","Mark Martin","Jeff Burton","Jeremy Mayfield","Kyle Petty","Ford","Ford","Ford","Ford","Pontiac",13.0232558139535,15,20,0,8,0,0,0,43
1997,13,"Pocono","Pocono Raceway",2.5,"paved track",200,"Jeff Gordon","Jeff Burton","Dale Jarrett","Mark Martin","Jeremy Mayfield","Chevrolet","Ford","Ford","Ford","Ford",13.3333333333333,15,20,0,7,0,0,0,42
1997,14,"Michigan","Michigan Speedway",2,"paved track",200,"Ernie Irvan","Bill Elliott","Mark Martin","Ted Musgrave","Jeff Gordon","Ford","Ford","Ford","Ford","Chevrolet",12.5581395348837,14,21,0,8,0,0,0,43
1997,15,"Fontana","California Speedway",2,"paved track",250,"Jeff Gordon","Terry Labonte","Ricky Rudd","Ted Musgrave","Jimmy Spencer","Chevrolet","Chevrolet","Ford","Ford","Ford",10.7142857142857,15,19,0,8,0,0,0,42
1997,16,"Daytona","Daytona International Speedway",2.5,"paved track",160,"John Andretti","Terry Labonte","Sterling Marlin","Dale Earnhardt","Dale Jarrett","Ford","Chevrolet","Chevrolet","Chevrolet","Ford",13.7142857142857,14,20,0,8,0,0,0,42
1997,17,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Jeff Burton","Dale Earnhardt","Rusty Wallace","Steve Grissom","Mark Martin","Ford","Chevrolet","Ford","Chevrolet","Ford",10.5714285714286,15,19,0,8,0,0,0,42
1997,18,"Pocono","Pocono Raceway",2.5,"paved track",200,"Dale Jarrett","Jeff Gordon","Jeff Burton","Ted Musgrave","Mark Martin","Ford","Chevrolet","Ford","Ford","Ford",11.0952380952381,15,19,0,8,0,0,0,42
1997,19,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Ricky Rudd","Bobby Labonte","Dale Jarrett","Jeff Gordon","Jeremy Mayfield","Ford","Pontiac","Ford","Chevrolet","Ford",13.6279069767442,18,18,0,7,0,0,0,43
1997,2,"Rockingham","North Carolina Motor Speedway",1.017,"paved track",393,"Jeff Gordon","Dale Jarrett","Jeff Burton","Ricky Rudd","Ricky Craven","Chevrolet","Ford","Ford","Ford","Chevrolet",10.4186046511628,14,22,0,7,0,0,0,43
1997,20,"Watkins Glen","Watkins Glen International",2.45,"road course",90,"Jeff Gordon","Geoffrey Bodine","Rusty Wallace","Robby Gordon","Mark Martin","Chevrolet","Ford","Ford","Chevrolet","Ford",11.8095238095238,16,18,0,8,0,0,0,42
1997,21,"Michigan","Michigan Speedway",2,"paved track",200,"Mark Martin","Jeff Gordon","Ted Musgrave","Ernie Irvan","Dale Jarrett","Ford","Chevrolet","Ford","Ford","Ford",11.0232558139535,14,21,0,8,0,0,0,43
1997,22,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Dale Jarrett","Mark Martin","Dick Trickle","Jeff Burton","Steve Grissom","Ford","Ford","Ford","Ford","Chevrolet",12,14,20,0,8,0,0,0,42
1997,23,"Darlington","Darlington Raceway",1.366,"paved track",367,"Jeff Gordon","Jeff Burton","Dale Jarrett","Bill Elliott","Ricky Rudd","Chevrolet","Ford","Ford","Ford","Ford",8.13953488372093,15,20,0,8,0,0,0,43
1997,24,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Dale Jarrett","Jeff Burton","Jeff Gordon","Geoffrey Bodine","Rusty Wallace","Ford","Ford","Chevrolet","Ford","Ford",12.1904761904762,14,20,0,8,0,0,0,42
1997,25,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Jeff Gordon","Ernie Irvan","Bobby Hamilton","Steve Grissom","Ricky Craven","Chevrolet","Ford","Pontiac","Chevrolet","Chevrolet",11.0232558139535,15,21,0,7,0,0,0,43
1997,26,"Dover","Dover Downs International Speedway",1,"paved track",400,"Mark Martin","Dale Earnhardt","Kyle Petty","Bobby Labonte","Dale Jarrett","Ford","Chevrolet","Pontiac","Pontiac","Ford",10.5714285714286,14,20,0,8,0,0,0,42
1997,27,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Jeff Burton","Dale Earnhardt","Bobby Hamilton","Jeff Gordon","Bill Elliott","Ford","Chevrolet","Pontiac","Chevrolet","Ford",10.952380952381,14,21,0,7,0,0,0,42
1997,28,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",334,"Dale Jarrett","Bobby Labonte","Dale Earnhardt","Mark Martin","Jeff Gordon","Ford","Pontiac","Chevrolet","Ford","Chevrolet",12.7441860465116,13,21,0,9,0,0,0,43
1997,29,"Talladega","Talladega Superspeedway",2.66,"paved track",188,"Terry Labonte","Bobby Labonte","John Andretti","Ken Schrader","Ernie Irvan","Chevrolet","Pontiac","Ford","Chevrolet","Ford",11.6666666666667,15,20,0,7,0,0,0,42
1997,3,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Rusty Wallace","Geoffrey Bodine","Dale Jarrett","Jeff Gordon","Bobby Hamilton","Ford","Ford","Ford","Chevrolet","Pontiac",9.62790697674419,14,21,0,8,0,0,0,43
1997,30,"Rockingham","North Carolina Motor Speedway",1.017,"paved track",393,"Bobby Hamilton","Dale Jarrett","Ricky Craven","Jeff Gordon","Dick Trickle","Pontiac","Ford","Chevrolet","Chevrolet","Ford",10.6511627906977,15,20,0,8,0,0,0,43
1997,31,"Phoenix","Phoenix International Raceway",1,"paved track",312,"Dale Jarrett","Rusty Wallace","Bobby Hamilton","Ken Schrader","Dale Earnhardt","Ford","Ford","Pontiac","Chevrolet","Chevrolet",9.72093023255814,15,21,0,7,0,0,0,43
1997,32,"Atlanta","Atlanta Motor Speedway",1.54,"paved track",325,"Bobby Labonte","Dale Jarrett","Mark Martin","Jeff Green","Derrike Cope","Pontiac","Ford","Ford","Chevrolet","Pontiac",12,14,20,0,9,0,0,0,43
1997,4,"Atlanta","Atlanta Motor Speedway",1.522,"paved track",328,"Dale Jarrett","Ernie Irvan","Morgan Shepherd","Bobby Labonte","Jeff Burton","Ford","Ford","Pontiac","Pontiac","Ford",15.047619047619,13,22,0,7,0,0,0,42
1997,5,"Darlington","Darlington Raceway",1.366,"paved track",293,"Dale Jarrett","Ted Musgrave","Jeff Gordon","Jeff Burton","Bobby Labonte","Ford","Ford","Chevrolet","Ford","Pontiac",11.8139534883721,14,21,0,8,0,0,0,43
1997,6,"Fort Worth","Texas Motor Speedway",1.5,"paved track",334,"Jeff Burton","Dale Jarrett","Bobby Labonte","Terry Labonte","Ricky Rudd","Ford","Ford","Pontiac","Chevrolet","Ford",11.2558139534884,13,22,0,8,0,0,0,43
1997,7,"Bristol","Bristol Motor Speedway",0.533,"paved track",500,"Jeff Gordon","Rusty Wallace","Terry Labonte","Dale Jarrett","Mark Martin","Chevrolet","Ford","Chevrolet","Ford","Ford",12.6046511627907,15,20,0,8,0,0,0,43
1997,8,"Martinsville","Martinsville Speedway",0.526,"paved track",500,"Jeff Gordon","Bobby Hamilton","Mark Martin","Terry Labonte","Rusty Wallace","Chevrolet","Pontiac","Ford","Chevrolet","Ford",9.90476190476191,14,20,0,8,0,0,0,42
1997,9,"Sonoma","Sears Point Raceway",2.52,"road course",74,"Mark Martin","Jeff Gordon","Terry Labonte","Dale Jarrett","Darrell Waltrip","Ford","Chevrolet","Chevrolet","Ford","Chevrolet",9.63636363636364,13,23,0,8,0,0,0,44
1998,1,"Daytona","Daytona International Speedway",2.5,"paved track",200,"Dale Earnhardt","Bobby Labonte","Jeremy Mayfield","Ken Schrader","Rusty Wallace","Chevrolet","Pontiac","Ford","Chevrolet","Ford",10.9302325581395,16,21,0,6,0,0,0,43
1998,10,"Fontana","California Speedway",2,"paved track",250,"Mark Martin","Jeremy Mayfield","Terry Labonte","Jeff Gordon","Darrell Waltrip","Ford","Ford","Chevrolet","Chevrolet","Chevrolet",11.3023255813953,14,22,0,7,0,0,0,43
1998,11,"Charlotte","Charlotte Motor Speedway",1.5,"paved track",400,"Jeff Gordon","Rusty Wallace","Bobby Labonte","Mark Martin","Dale Jarrett","Chevrolet","Ford","Pontiac","Ford","Ford",13.2558139534884,14,22,0,7,0,0,0,43
1998,12,"Dover","Dover Downs International Speedway",1,"paved track",400,"Dale Jarrett","Jeff Burton","Jeff Gordon","Bobby Labonte","Jeremy Mayfield","Ford","Ford","Chevrolet","Pontiac","Ford",10.5116279069767,15,22,0,6,0,0,0,43
1998,13,"Richmond","Richmond International Raceway",0.75,"paved track",400,"Terry Labonte","Dale Jarrett","Rusty Wallace","Ken Schrader","Mark Martin","Chevrolet","Ford","Ford","Chevrolet","Ford",10.1860465116279,14,22,0,7,0,0,0,43
1998,14,"Michigan","Michigan Speedway",2,"paved track",200,"Mark Martin","Dale Jarrett","Jeff Gordon","Jeff Burton","Jeremy Mayfield","Ford","Ford","Chevrolet","Ford","Ford",8.93023255813953,15,23,0,5,0,0,0,43
1998,15,"Pocono","Pocono Raceway",2.5,"paved track",200,"Jeremy Mayfield","Jeff Gordon","Dale Jarrett","Jeff Burton","Mark Martin","Ford","Chevrolet","Ford","Ford","Ford",12.6046511627907,14,22,0,7,0,0,0,43
1998,16,"Sonoma","Sears Point Raceway",1.949,"road course",112,"Jeff Gordon","Bobby Hamilton","John Andretti","Bobby Labonte","Rusty Wallace","Chevrolet","Chevrolet","Pontiac","Pontiac","Ford",12.3255813953488,14,23,0,6,0,0,0,43
1998,17,"Loudon","New Hampshire International Speedway",1.058,"paved track",300,"Jeff Burton","Mark Martin","Jeff Gordon","Rusty Wallace","Mike Skinner","Ford","Ford","Chevrolet","Ford","Chevrolet",10,14,22,0,7,0,0,0,43
1998,18,"Pocono","Pocono Raceway",2.5,"paved track",200,"Jeff Gordon","Mark Martin","Jeff Burton","Bobby Labonte","Dale Jarrett","Chevrolet","Ford","Ford","Pontiac","Ford",10.9302325581395,15,22,0,6,0,0,0,43
1998,19,"Indianapolis","Indianapolis Motor Speedway",2.5,"paved track",160,"Jeff Gordon","Mark Martin","Bobby Labonte","Mike Skinner","Dale Earnhardt","Chevrolet","Ford","Pontiac","Chevrolet","Chevrolet",12,16,22,0,5,0,0,0,43
